Ward_ID,Year,Month,Rainfall_mm,Avg_Temp_C,Garbage_Complaints,Waterlogging_Complaints,Dengue_Cases,Risk_Level,Date
7,2021,5,114.9,35.2,38,21,39,Medium,2021-05-01
7,2021,6,102.3,27.3,62,14,66,High,2021-06-01
7,2021,7,109.1,26.4,32,15,57,Medium,2021-07-01
7,2021,8,94.1,24.4,43,14,59,Medium,2021-08-01
7,2021,9,97.3,28.2,62,12,58,Medium,2021-09-01
7,2021,10,111.8,24.5,30,20,57,Medium,2021-10-01
7,2021,11,89.8,25.2,51,17,66,High,2021-11-01
7,2021,12,1.2,18.4,13,12,26,Medium,2021-12-01
7,2022,1,4.9,18.4,50,7,28,Medium,2022-01-01
7,2022,2,7.7,18.4,15,9,26,Medium,2022-02-01
7,2022,3,6.0,32.1,59,7,32,Medium,2022-03-01
7,2022,4,1.7,36.0,55,7,34,Medium,2022-04-01
7,2022,5,60.4,32.8,27,14,37,Medium,2022-05-01
7,2022,6,232.8,25.1,66,27,82,High,2022-06-01
7,2022,7,210.5,27.2,68,23,103,High,2022-07-01
7,2022,8,167.2,26.6,68,16,93,High,2022-08-01
7,2022,9,96.3,25.2,34,9,49,Medium,2022-09-01
7,2022,10,101.8,26.3,8,17,39,Medium,2022-10-01
7,2022,11,54.3,22.8,47,15,56,Medium,2022-11-01
7,2022,12,13.0,17.6,38,11,42,Medium,2022-12-01
7,2023,1,0.6,16.5,62,0,30,Medium,2023-01-01
7,2023,2,12.0,16.4,50,9,35,Medium,2023-02-01
7,2023,3,1.0,35.0,40,1,22,Medium,2023-03-01
7,2023,4,4.0,31.5,33,12,27,Medium,2023-04-01
7,2023,5,78.2,30.4,22,17,27,Medium,2023-05-01
7,2023,6,77.1,26.1,13,11,21,Medium,2023-06-01
7,2023,7,129.5,29.1,68,14,66,High,2023-07-01
7,2023,8,198.6,30.0,16,28,59,Medium,2023-08-01
7,2023,9,171.4,24.8,58,24,95,High,2023-09-01
7,2023,10,108.3,25.4,57,12,76,High,2023-10-01
7,2023,11,73.9,28.9,62,10,66,High,2023-11-01
7,2023,12,10.8,22.1,51,5,40,Medium,2023-12-01
8,2021,1,11.0,20.9,38,9,32,Medium,2021-01-01
8,2021,2,16.5,22.1,20,4,23,Medium,2021-02-01
8,2021,3,8.4,37.6,7,7,9,Low,2021-03-01
8,2021,4,13.7,35.7,33,7,22,Medium,2021-04-01
8,2021,5,84.4,34.7,9,11,14,Low,2021-05-01
8,2021,6,197.2,24.5,36,29,65,High,2021-06-01
8,2021,7,118.4,25.8,42,12,69,High,2021-07-01
8,2021,8,213.5,24.8,5,21,49,Medium,2021-08-01
8,2021,9,96.2,27.6,38,17,83,High,2021-09-01
8,2021,10,67.4,29.5,7,11,30,Medium,2021-10-01
8,2021,11,118.6,27.7,23,18,43,Medium,2021-11-01
8,2021,12,16.2,21.7,37,1,41,Medium,2021-12-01
8,2022,1,7.6,16.7,50,6,36,Medium,2022-01-01
8,2022,2,9.8,22.1,16,3,14,Low,2022-02-01
8,2022,3,10.1,35.8,46,6,26,Medium,2022-03-01
8,2022,4,9.9,32.1,6,5,7,Low,2022-04-01
8,2022,5,113.0,36.0,49,18,41,Medium,2022-05-01
8,2022,6,158.3,26.0,8,21,49,Medium,2022-06-01
8,2022,7,153.6,28.6,44,19,76,High,2022-07-01
8,2022,8,138.8,26.9,31,15,57,Medium,2022-08-01
8,2022,9,155.4,25.7,33,16,54,Medium,2022-09-01
8,2022,10,83.5,30.6,45,11,53,Medium,2022-10-01
8,2022,11,94.7,26.7,24,14,37,Medium,2022-11-01
8,2022,12,13.6,21.0,31,3,27,Medium,2022-12-01
8,2023,1,6.7,17.6,30,0,23,Medium,2023-01-01
8,2023,2,11.9,20.7,41,3,20,Medium,2023-02-01
8,2023,3,10.4,32.4,45,4,33,Medium,2023-03-01
8,2023,4,9.5,34.2,29,0,16,Low,2023-04-01
8,2023,5,82.7,32.7,25,16,25,Medium,2023-05-01
8,2023,6,143.2,24.8,33,22,52,Medium,2023-06-01
8,2023,7,189.7,25.0,15,26,61,High,2023-07-01
8,2023,8,128.8,26.3,36,12,72,High,2023-08-01
8,2023,9,175.4,27.4,39,25,67,High,2023-09-01
8,2023,10,92.0,25.2,47,17,78,High,2023-10-01
8,2023,11,91.5,28.7,43,12,52,Medium,2023-11-01
8,2023,12,16.4,17.5,18,10,24,Medium,2023-12-01
9,2021,1,10.4,21.6,39,8,32,Medium,2021-01-01
9,2021,2,8.6,17.3,12,8,17,Low,2021-02-01
9,2021,3,11.4,35.3,21,5,22,Medium,2021-03-01
9,2021,4,3.8,32.7,43,3,26,Medium,2021-04-01
9,2021,5,65.0,32.6,43,9,30,Medium,2021-05-01
9,2021,6,128.3,23.8,37,20,44,Medium,2021-06-01
9,2021,7,186.2,28.3,10,24,53,Medium,2021-07-01
9,2021,8,129.3,25.4,22,21,68,High,2021-08-01
9,2021,9,125.8,27.0,24,16,58,Medium,2021-09-01
9,2021,10,86.1,25.4,32,12,46,Medium,2021-10-01
9,2021,11,83.2,32.9,43,15,40,Medium,2021-11-01
9,2021,12,16.5,19.3,23,2,28,Medium,2021-12-01
9,2022,1,2.2,20.5,36,3,28,Medium,2022-01-01
9,2022,2,7.7,20.7,34,0,25,Medium,2022-02-01
9,2022,3,11.9,34.8,19,7,15,Low,2022-03-01
9,2022,4,9.9,32.6,37,7,28,Medium,2022-04-01
9,2022,5,119.2,36.1,37,15,34,Medium,2022-05-01
9,2022,6,199.9,30.2,26,20,45,Medium,2022-06-01
9,2022,7,195.4,25.7,9,21,61,High,2022-07-01
9,2022,8,175.4,23.3,35,20,61,High,2022-08-01
9,2022,9,126.5,25.2,20,17,58,Medium,2022-09-01
9,2022,10,131.4,25.8,10,14,41,Medium,2022-10-01
9,2022,11,110.6,27.6,24,11,46,Medium,2022-11-01
9,2022,12,12.7,17.2,16,6,25,Medium,2022-12-01
9,2023,1,11.3,19.3,18,1,6,Low,2023-01-01
9,2023,2,15.8,21.9,41,9,24,Medium,2023-02-01
9,2023,3,13.0,35.6,40,5,22,Medium,2023-03-01
9,2023,4,4.6,35.1,33,4,21,Medium,2023-04-01
9,2023,5,78.7,34.2,8,14,19,Low,2023-05-01
9,2023,6,179.1,27.9,34,20,54,Medium,2023-06-01
9,2023,7,135.7,29.8,17,17,62,High,2023-07-01
9,2023,8,138.9,28.6,17,18,48,Medium,2023-08-01
9,2023,9,99.9,26.2,31,11,52,Medium,2023-09-01
9,2023,10,86.5,24.5,34,14,62,High,2023-10-01
9,2023,11,131.6,24.3,39,20,57,Medium,2023-11-01
9,2023,12,18.7,20.3,34,4,37,Medium,2023-12-01
10,2021,1,11.8,20.7,50,9,33,Medium,2021-01-01
10,2021,2,8.0,24.9,26,1,19,Low,2021-02-01
10,2021,3,10.2,31.2,21,3,14,Low,2021-03-01
10,2021,4,0.0,34.4,27,1,9,Low,2021-04-01
10,2021,5,67.0,34.9,8,8,12,Low,2021-05-01
10,2021,6,125.7,25.2,7,18,39,Medium,2021-06-01
10,2021,7,146.9,26.0,50,18,61,High,2021-07-01
10,2021,8,172.8,28.9,8,23,58,Medium,2021-08-01
10,2021,9,123.8,28.1,24,21,61,High,2021-09-01
10,2021,10,75.2,24.9,15,15,45,Medium,2021-10-01
10,2021,11,74.6,28.4,23,15,34,Medium,2021-11-01
10,2021,12,12.6,21.1,5,1,15,Low,2021-12-01
10,2022,1,8.9,21.4,28,4,10,Low,2022-01-01
10,2022,2,9.8,20.7,25,5,14,Low,2022-02-01
10,2022,3,12.3,30.9,29,7,28,Medium,2022-03-01
10,2022,4,4.5,36.9,18,3,19,Low,2022-04-01
10,2022,5,73.5,33.3,9,16,16,Low,2022-05-01
10,2022,6,109.4,26.4,13,14,28,Medium,2022-06-01
10,2022,7,195.7,26.7,50,23,69,High,2022-07-01
10,2022,8,131.5,25.0,44,13,75,High,2022-08-01
10,2022,9,64.3,26.8,25,6,47,Medium,2022-09-01
10,2022,10,72.1,25.3,22,10,32,Medium,2022-10-01
10,2022,11,73.6,23.4,39,14,36,Medium,2022-11-01
10,2022,12,5.5,22.4,41,0,24,Medium,2022-12-01
10,2023,1,10.9,22.0,33,5,29,Medium,2023-01-01
10,2023,2,10.9,22.4,36,6,33,Medium,2023-02-01
10,2023,3,12.0,31.9,29,8,21,Medium,2023-03-01
10,2023,4,13.8,33.4,49,10,31,Medium,2023-04-01
10,2023,5,94.6,34.4,28,11,19,Low,2023-05-01
10,2023,6,152.8,30.6,39,15,47,Medium,2023-06-01
10,2023,7,120.3,26.8,43,15,72,High,2023-07-01
10,2023,8,115.7,26.5,13,16,43,Medium,2023-08-01
10,2023,9,182.0,24.7,7,20,52,Medium,2023-09-01
10,2023,10,73.6,29.1,46,14,65,High,2023-10-01
10,2023,11,56.7,28.0,15,5,27,Medium,2023-11-01
10,2023,12,13.8,19.1,50,2,31,Medium,2023-12-01
11,2021,1,16.1,20.7,20,10,22,Medium,2021-01-01
11,2021,2,4.2,18.4,71,13,46,Medium,2021-02-01
11,2021,3,10.4,36.2,26,5,10,Low,2021-03-01
11,2021,4,9.0,33.6,52,13,38,Medium,2021-04-01
11,2021,5,63.1,30.6,11,15,10,Low,2021-05-01
11,2021,6,201.3,27.1,49,33,75,High,2021-06-01
11,2021,7,162.8,27.3,11,17,53,Medium,2021-07-01
11,2021,8,222.6,25.3,21,25,72,High,2021-08-01
11,2021,9,261.8,29.7,28,29,84,High,2021-09-01
11,2021,10,49.7,27.9,31,13,87,High,2021-10-01
11,2021,11,65.1,28.6,65,16,57,Medium,2021-11-01
11,2021,12,14.0,26.1,46,5,42,Medium,2021-12-01
11,2022,1,4.7,22.0,50,6,31,Medium,2022-01-01
11,2022,2,11.2,21.3,43,11,26,Medium,2022-02-01
11,2022,3,20.3,35.7,57,12,40,Medium,2022-03-01
11,2022,4,5.6,33.7,14,3,13,Low,2022-04-01
11,2022,5,78.8,33.2,23,16,20,Medium,2022-05-01
11,2022,6,144.1,29.2,42,17,59,Medium,2022-06-01
11,2022,7,158.8,27.6,31,23,68,High,2022-07-01
11,2022,8,142.1,28.7,20,20,55,Medium,2022-08-01
11,2022,9,98.2,27.6,49,11,57,Medium,2022-09-01
11,2022,10,86.0,28.1,11,20,45,Medium,2022-10-01
11,2022,11,88.8,26.2,40,21,57,Medium,2022-11-01
11,2022,12,7.4,23.9,37,3,32,Medium,2022-12-01
11,2023,1,4.4,17.8,28,13,34,Medium,2023-01-01
11,2023,2,6.9,15.9,36,0,19,Low,2023-02-01
11,2023,3,9.4,34.0,44,11,29,Medium,2023-03-01
11,2023,4,15.5,35.9,10,13,29,Medium,2023-04-01
11,2023,5,34.5,36.9,49,16,36,Medium,2023-05-01
11,2023,6,248.1,25.7,66,24,64,High,2023-06-01
11,2023,7,74.5,26.2,42,20,88,High,2023-07-01
11,2023,8,139.8,28.3,53,19,60,High,2023-08-01
11,2023,9,223.5,25.6,17,32,66,High,2023-09-01
11,2023,10,58.9,27.1,46,11,70,High,2023-10-01
11,2023,11,118.0,28.8,10,16,32,Medium,2023-11-01
11,2023,12,18.4,22.3,18,7,28,Medium,2023-12-01
12,2021,1,7.6,14.5,17,5,11,Low,2021-01-01
12,2021,2,18.9,18.0,8,4,5,Low,2021-02-01
12,2021,3,8.7,33.4,13,3,12,Low,2021-03-01
12,2021,4,8.5,34.1,7,0,10,Low,2021-04-01
12,2021,5,88.7,33.9,8,11,8,Low,2021-05-01
12,2021,6,127.9,24.1,9,12,35,Medium,2021-06-01
12,2021,7,113.7,26.9,22,15,41,Medium,2021-07-01
12,2021,8,107.6,23.6,20,14,45,Medium,2021-08-01
12,2021,9,121.4,27.0,6,16,39,Medium,2021-09-01
12,2021,10,94.9,29.2,7,13,45,Medium,2021-10-01
12,2021,11,35.6,23.3,8,6,18,Low,2021-11-01
12,2021,12,12.8,22.6,20,6,22,Medium,2021-12-01
12,2022,1,19.9,20.1,5,7,10,Low,2022-01-01
12,2022,2,2.4,22.1,5,0,1,Low,2022-02-01
12,2022,3,17.0,33.7,24,1,20,Medium,2022-03-01
12,2022,4,10.6,35.1,9,4,9,Low,2022-04-01
12,2022,5,73.3,34.6,16,9,20,Medium,2022-05-01
12,2022,6,201.5,28.5,15,24,43,Medium,2022-06-01
12,2022,7,100.0,28.2,6,12,47,Medium,2022-07-01
12,2022,8,110.4,28.1,13,14,35,Medium,2022-08-01
12,2022,9,142.1,21.7,17,15,42,Medium,2022-09-01
12,2022,10,56.1,26.2,23,10,48,Medium,2022-10-01
12,2022,11,103.9,24.3,25,11,35,Medium,2022-11-01
12,2022,12,6.8,21.4,17,2,22,Medium,2022-12-01
12,2023,1,15.0,19.1,18,3,15,Low,2023-01-01
12,2023,2,3.6,23.0,17,3,18,Low,2023-02-01
12,2023,3,10.9,33.1,24,4,14,Low,2023-03-01
12,2023,4,11.5,35.1,11,4,9,Low,2023-04-01
12,2023,5,92.3,32.2,2,13,18,Low,2023-05-01
12,2023,6,168.7,25.3,24,22,57,Medium,2023-06-01
12,2023,7,159.2,23.1,11,18,48,Medium,2023-07-01
12,2023,8,219.3,28.4,12,22,56,Medium,2023-08-01
12,2023,9,157.0,24.5,27,20,74,High,2023-09-01
12,2023,10,72.0,25.6,24,9,50,Medium,2023-10-01
12,2023,11,86.7,26.2,3,10,23,Medium,2023-11-01
12,2023,12,8.0,22.9,2,3,16,Low,2023-12-01
13,2021,1,11.4,17.6,24,10,18,Low,2021-01-01
13,2021,2,10.8,18.2,18,7,13,Low,2021-02-01
13,2021,3,12.2,34.3,12,8,15,Low,2021-03-01
13,2021,4,8.8,32.3,49,10,30,Medium,2021-04-01
13,2021,5,44.4,31.6,27,15,27,Medium,2021-05-01
13,2021,6,149.0,27.6,32,16,38,Medium,2021-06-01
13,2021,7,142.8,25.9,14,15,61,High,2021-07-01
13,2021,8,181.3,26.8,50,24,86,High,2021-08-01
